'equipo';'jugador';'Paradas';'Partidos jugados';'Faltas recibidas';'Penaltis recibidos';'Doble tarjeta amarilla';'Asistencias';'Partidos como titular';'Minutos';'Penaltis parados';'Tarjetas rojas';'Goles';'Penaltis';'Faltas';'Rechaces';'Tarjetas amarillas';'Disparos';'Sustituciones';
'Valencia CF';'Diego López';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Villarreal CF';'S. Asenjo';'3';'4';'0';'1';'0';'';'4';'360';'0';'0';'';'';'';'12';'1';'';'0';
'Villarreal CF';'Rulli';'14';'25';'1';'4';'0';'';'25';'2250';'1';'0';'';'';'';'57';'1';'';'0';
'Villarreal CF';'Iker Alvarez';'0';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'';'';'0';'0';'';'0';
'Villarreal CF';'Jörgensen';'0';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'';'';'0';'0';'';'0';
'Villarreal CF';'Mario Gaspar';'';'8';'';'';'0';'0';'5';'450';'';'0';'0';'0';'4';'';'1';'1';'1';
'Villarreal CF';'R. Albiol';'';'22';'';'';'0';'0';'22';'1935';'';'0';'0';'0';'14';'';'6';'5';'1';
'Villarreal CF';'Pau';'';'26';'';'';'0';'0';'26';'2295';'';'0';'4';'0';'12';'';'4';'15';'1';
'Villarreal CF';'Foyth';'';'18';'';'';'1';'0';'17';'1473';'';'1';'0';'0';'26';'';'3';'2';'5';
'Villarreal CF';'Estupiñán';'';'22';'';'';'0';'1';'14';'1268';'';'0';'0';'0';'21';'';'3';'9';'8';
'Villarreal CF';'Alberto M.';'';'24';'';'';'0';'2';'13';'1222';'';'0';'3';'0';'20';'';'3';'14';'10';
'Villarreal CF';'Mandi';'';'12';'';'';'0';'0';'10';'990';'';'0';'1';'0';'10';'';'2';'6';'0';
'Villarreal CF';'Serge Aurier';'';'12';'';'';'0';'1';'7';'679';'';'0';'0';'0';'12';'';'3';'5';'2';
'Villarreal CF';'De La Fuente';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Villarreal CF';'Lanchi';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Villarreal CF';'Dani Tasende';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Villarreal CF';'Parejo';'';'25';'';'';'0';'6';'24';'2064';'';'0';'2';'1';'14';'';'2';'8';'6';
'Villarreal CF';'Capoue';'';'22';'';'';'0';'1';'20';'1738';'';'0';'1';'0';'37';'';'7';'8';'9';
'Villarreal CF';'Iborra';'';'15';'';'';'0';'1';'9';'758';'';'0';'0';'0';'15';'';'4';'5';'3';
'Villarreal CF';'Chukwueze';'';'19';'';'';'0';'2';'6';'794';'';'0';'2';'0';'7';'';'3';'13';'5';
'Villarreal CF';'M. Trigueros';'';'26';'';'';'0';'4';'20';'1620';'';'0';'5';'0';'37';'';'2';'25';'17';
'Villarreal CF';'Danjuma';'';'19';'';'';'0';'3';'15';'1271';'';'0';'8';'2';'3';'';'2';'40';'9';
'Villarreal CF';'Lo Celso';'';'7';'';'';'0';'0';'6';'480';'';'0';'0';'0';'4';'';'0';'4';'5';
'Villarreal CF';'Coquelin';'';'16';'';'';'0';'1';'6';'633';'';'0';'1';'0';'18';'';'2';'3';'5';
'Villarreal CF';'Nikita';'';'1';'';'';'0';'0';'0';'1';'';'0';'0';'0';'0';'';'0';'0';'0';
'Villarreal CF';'Carlo Adriano';'';'1';'';'';'0';'0';'0';'6';'';'0';'0';'0';'0';'';'0';'0';'0';
'Villarreal CF';'Pacheco';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
'Villarreal CF';'Gerard';'';'14';'';'';'0';'2';'12';'1014';'';'0';'8';'1';'10';'';'2';'27';'4';
'Villarreal CF';'Paco Alcácer';'';'10';'';'';'0';'2';'6';'473';'';'0';'0';'0';'3';'';'1';'8';'6';
'Villarreal CF';'Dia';'';'20';'';'';'0';'4';'10';'997';'';'0';'5';'0';'21';'';'2';'20';'8';
'Villarreal CF';'R. Peña';'';'6';'';'';'0';'0';'1';'120';'';'0';'0';'0';'8';'';'1';'3';'1';
'Villarreal CF';'Yeremy';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';'';
'Villarreal CF';'Moi Gómez';'';'24';'';'';'0';'2';'10';'1021';'';'0';'1';'0';'18';'';'2';'6';'7';
'Villarreal CF';'A. Pedraza';'';'20';'';'';'0';'3';'13';'1183';'';'0';'0';'0';'29';'';'1';'10';'8';
'Villarreal CF';'N.jackson';'';'5';'';'';'0';'0';'0';'57';'';'0';'0';'0';'0';'';'0';'2';'0';
'Villarreal CF';'Arana';'';'0';'';'';'0';'0';'0';'0';'';'0';'0';'0';'0';'';'0';'0';'0';
